country,date,inflation_rate,interest_rate,oil_price,gdp_growth,unemployment_rate,money_supply_m2,exchange_rate_usd,food_price_index,supply_chain_index
SAU,2021-07,5.186940197,2.44,69.98,0.55,6.37,8230,2.83,102.04,1
BRA,2024-12,4.911657387,0.66,76.13,2.87,5.44,15409,18.01,141.92,1
ARG,2022-12,4.745229826,4.18,94.64,0.94,4.39,13209,69.85,131.83,2.15
VNM,2022-07,5.726325972,3.15,111.23,7.1,5.14,10759,99.75,115.54,2.03
KOR,2023-05,6.617863556,2.96,97.53,6.7,4.74,12143,21.55,128.28,1
IDN,2023-03,3.308687131,1.34,61.98,2.84,4.88,8524,6.95,127,2.03
CHN,2023-07,3.960527631,2.12,75.9,5.68,2.67,7561,65.72,140.86,1.72
KOR,2024-05,5.574689634,3.56,68.06,-1.63,4.4,13486,22.95,132.15,1.16
SAU,2020-04,3.179815025,4.77,36.18,-1.85,5.69,8018,2.55,116.77,3.69
MEX,2023-02,5.221447437,2.43,82.83,3.06,4.81,15228,83.92,142.12,1.09
AUS,2021-06,4.58048688,1.3,82.54,6.79,8.19,12185,104.9,103.13,1.87
GBR,2020-10,3.051976333,5.95,39.22,-0.85,7.93,12021,26.56,94.21,3.88
ZAF,2020-10,6.81167942,0.28,38.51,1.2,4.13,9225,54.49,103.54,3.82
CAN,2021-01,6.079761783,1.25,70.96,4.19,4.29,9815,25.32,117.47,1.2
KOR,2022-12,6.561628776,3.41,104.99,3.55,8.59,16680,21.21,122.8,2.15
MEX,2024-07,4.341625855,1.23,75.81,3.16,5.1,12934,93.08,127.92,1.56
CAN,2022-02,3.457720043,0.26,97.35,4.22,5.11,12187,23.07,123.2,1.61
THA,2020-05,3.150342016,3.24,49.87,-1.58,7.12,9688,38.06,84.11,3.31
CAN,2023-06,4.025812469,0.82,87.45,1.89,4.54,14424,23.82,137.69,1.75
IND,2020-09,4.56149705,2.22,41.42,3.24,5.15,11173,54.88,101.26,3.37
PHL,2023-01,3.913525058,3.5,71.32,5.14,4.79,13711,28.25,122.12,1.49
IND,2020-09,4.650236776,2.22,41.42,3.24,5.15,11173,54.88,101.26,3.37
VNM,2024-11,5.68514375,0.46,79.72,5.49,4.01,14215,91,124.43,1.74
ZAF,2020-06,5.984685372,3.42,38.97,-0.37,5.13,5839,59.4,111.8,4.3
RUS,2023-10,5.471043448,4.17,74.86,2.41,4.64,13576,5.55,131.85,1.1
TUR,2021-05,3.327445816,6.35,66.77,1.62,5.91,9859,82.17,87.84,1.63
TUR,2023-03,2.806941361,6.22,83.06,1.5,2.84,10752,78.39,134.58,1.51
RUS,2023-04,3.580989421,1.01,74.28,0.64,5.15,6511,5.25,145.32,1.85
AUS,2022-10,4.732707141,0.46,137.02,2.53,5.72,7553,96.05,115.54,1
ARG,2024-06,3.250144348,3.04,88.23,7.49,4.21,18948,76.75,147.07,1.04
MEX,2020-03,4.906340567,3.02,42.69,3.23,6.67,8003,84.02,111.53,3.65
MEX,2022-04,7.381245689,2.24,85.38,5.24,6.7,9128,89.07,119.68,1.51
EU,2021-05,2.101681332,1.66,55.64,2.61,5.47,13148,28.11,93.77,1
AUS,2024-02,4.819246398,1.67,83.24,3.92,4.7,10645,94.51,139.91,1.61
ARG,2023-01,3.169508155,3.07,83.15,0.45,5.37,16042,84.11,131.98,1.44
SAU,2023-09,5.49077262,2.27,71.4,5.05,4.35,15640,2.54,133.62,1.7
AUS,2020-07,5.123210584,1.13,47.67,1.51,7.73,9080,90.23,109.83,4.06
EU,2021-04,2.687767715,2.02,86.23,-1.37,6.31,11589,27.91,109.98,1
CHN,2022-02,1.368381386,2.22,84.97,1.27,4.86,12186,58.97,137.02,1
SAU,2023-12,4.731726413,3.22,77.99,2.41,5.5,13166,2.65,129.71,1.63
JPN,2022-04,5.378329199,0.32,106.45,1.28,4.97,9345,63.55,109.43,2.07
EU,2024-07,3.055226077,0.66,81.48,3.28,3.9,15967,26.08,148.85,1.54
SAU,2021-07,4.71964068,2.44,69.98,0.55,6.37,8230,2.83,102.04,1
THA,2021-12,1.625806596,2.63,77.52,0.03,5.81,10314,36.26,117.52,1
USA,2021-08,2.790606021,5.96,62.28,3.08,8.73,10473,68.18,110.94,1.94
CHN,2024-04,4.704520285,1.25,79.29,6.38,5.28,14610,68.25,143.11,1.68
JPN,2020-03,5.408127333,0.61,42.81,0.83,6.84,13974,62.44,115.54,3.06
MEX,2024-12,5.547544755,3.77,71.78,4.48,3.28,13277,96.4,154.25,2.03
AUS,2022-04,3.93793497,1.27,103.46,1.13,5.23,11833,97.75,119.86,1.37
VNM,2020-01,2.737877601,1.59,41.86,3.84,6.75,10173,91.07,103.38,3.2
RUS,2020-04,5.678741911,4.09,39.84,1.03,6.92,12115,5.59,108.08,3.95
USA,2021-04,3.08668611,4.37,60.85,0.23,5.64,10646,77.16,115.56,1.81
GBR,2022-07,2.617196535,3.37,92.3,-0.29,5.84,18168,29,132.05,1.63
CHN,2024-02,3.800270663,0.5,78.3,7.72,4.77,16710,66.79,155.13,2.14
EU,2022-12,3.282013771,-0.22,103.46,4.26,6.11,10301,25.63,133.11,1.64
KOR,2020-10,6.533589125,4.24,44.29,1.72,6.94,11344,20.36,95.82,3.37
TUR,2022-01,4.53105847,5.34,106.77,4.56,5.89,12360,77.37,110.3,2.07
CAN,2022-10,5.91277337,-1.19,104.07,2.38,4.04,16676,23.66,133.15,1.2
IDN,2020-07,3.630200359,0.76,42.91,2.51,6.47,7410,7.65,107.29,3.76
GBR,2021-01,3.002994791,4.19,71.73,-1.59,7.49,16378,29.39,101.67,1.76
SAU,2024-06,4.996105437,4.64,75.22,0.52,4.25,15722,2.68,144.47,1.56
AUS,2021-05,2.860831735,-0.65,68.14,-0.06,5.56,16010,97.1,122.88,1
ARG,2023-11,3.391111881,3.64,72.53,5.84,4.3,15773,79.54,115.83,1.44
PHL,2020-02,1.190162537,4.24,38.62,2.5,7.02,7372,26.85,110.65,3.59
KOR,2023-01,3.353364095,4.63,78.92,-1.54,4.79,9764,21.44,120.97,1.88
VNM,2022-11,5.868284917,2.22,131.31,1.4,6.13,10002,85.94,122.03,1.21
GBR,2024-06,3.102799655,4.61,84.08,4.98,4.53,13193,28.09,129.58,1.57
RUS,2021-05,5.126184744,2.9,62.7,3.51,6.13,9007,5.22,115.77,1.85
RUS,2021-01,3.172271262,3.03,64.27,-0.66,6.23,6488,5.73,105.78,2.06
RUS,2020-09,4.394760911,2.83,41.23,2.92,5.53,8279,5.97,97.67,4.15
CAN,2023-11,6.02978419,-0.56,78.13,5.37,4.41,13652,22.17,136.61,1.17
GBR,2024-02,5.548712182,4.67,78.18,3.94,3.13,13260,25.86,127.47,1.51
THA,2022-10,2.738826431,1.69,106.81,2.34,5.29,13309,37.61,117.72,1.15
RUS,2023-08,3.1000601,5.05,66.49,-0.52,4.06,13812,5.61,138.06,1.65
TUR,2024-04,2.882952326,4.64,87.29,1.53,2.24,15136,83.7,144.31,1.43
PHL,2023-07,2.254062097,3.03,83.55,5.76,7.15,14780,25.02,135.21,1.46
USA,2024-06,2.887619593,4.97,76.07,5.32,5.56,13018,70.13,146.54,1.11
EU,2024-02,4.921314225,-0.69,78.17,4.2,3.09,8575,26.62,128.26,2.1
CAN,2024-05,4.606086877,-0.67,89.5,3.39,4.16,15854,25.04,133.25,1.37
ZAF,2020-03,4.898841748,0.7,43.83,3.1,5.94,10922,57.03,100.12,3.29
THA,2023-04,4.307006405,0.35,58.8,4.5,5.12,14877,37.16,128.3,1
RUS,2020-11,4.685425986,3.31,41.09,-0.25,4.99,6469,5.23,79.47,4.15
CHN,2024-03,4.184658716,0.76,84.51,5.65,6.03,10796,64.08,132.79,1.81
THA,2022-03,2.67642414,3,107.78,4.06,6.34,10022,35.61,128.25,1.3
ARG,2023-10,2.034090478,3.68,75.55,4.49,5.56,11252,72.45,109.68,1
BRA,2022-09,4.272818931,1.69,108.3,3.69,4.91,14963,16.47,118.68,1.61
CAN,2024-07,5.048042505,0.59,84.08,5.51,5.78,9218,23.84,136.22,1.4
USA,2020-05,3.401387132,3.17,41.09,3.05,5.96,7982,70.1,86.53,3.94
PHL,2024-01,0.842132684,3.94,78.91,4.15,5.6,8695,26.36,117.52,1.03
AUS,2020-05,4.526640675,0.21,33.64,4.2,7.79,12125,98.51,116.64,3.61
CAN,2022-08,4.774422889,0.02,116.23,2.52,7.15,17457,25.64,114.13,1
PHL,2020-03,2.193238484,4.04,49.48,-0.14,8.12,10400,26.36,94.72,3.42
THA,2020-06,2.308449233,2.65,43.06,0.48,7.26,8930,36.48,102.09,2.99
IDN,2023-04,4.592492938,0.98,81.69,3.2,4.21,12200,7.7,154.61,1.51
KOR,2024-04,5.471659315,5.68,77.72,2.43,2,18402,23.29,143.13,2.1
BRA,2023-12,2.989427361,1.15,78.36,5.71,4.39,13022,15.13,135.04,1.64
ZAF,2024-02,6.318845167,1.9,73.09,2.77,4.08,11590,60.02,146.21,2.56
AUS,2024-06,3.73663774,-1.23,85.37,2.95,4.45,11466,97.33,141.14,1
JPN,2020-03,4.520724553,0.61,42.81,0.83,6.84,13974,62.44,115.54,3.06
BRA,2024-11,5.081974465,2.32,76.43,4.86,3.35,18758,16.57,147.55,1.95
KOR,2024-05,4.048332386,3.56,68.06,-1.63,4.4,13486,22.95,132.15,1.16
RUS,2020-02,4.500720667,2.22,47.35,0.2,6.46,8821,5.22,76.42,3.69
BRA,2022-05,3.719256663,2.49,131.93,4,5.78,14309,16.67,110.49,1.72
TUR,2022-09,3.451850411,2.26,119.38,6.6,3.79,15246,82.81,113.73,1.42
THA,2024-12,4.035621495,2.77,82.89,3.57,3.97,14121,34.34,140.93,1.67
IND,2022-08,5.620791652,3.25,104.45,1.91,6.2,15837,52.97,116.66,1.37
MEX,2021-03,7.147129501,2.73,72.33,-0.27,6.35,9707,94.22,101.05,1.14
GBR,2023-09,3.391732946,5.07,82.92,5.41,5.78,12665,29.3,138.17,1.19
USA,2022-01,2.800395646,3.9,92.71,2.42,4.97,12396,74.64,102.12,1
BRA,2023-05,3.712824981,2.48,71.54,4.97,4.29,12227,16.28,114.57,1.9
PHL,2021-04,4.586337847,5.02,67.74,4.37,5.01,9255,27.19,105.09,1.73
BRA,2024-01,3.432991369,2.64,88.61,-0.18,5.39,18069,16.98,134.1,1.33
TUR,2024-07,1.243037934,5.05,77.69,4.73,5.64,21241,90.25,125.79,1.12
THA,2020-07,1.221658785,1.61,40.02,0.35,7.41,11460,36.31,95.78,3.39
CHN,2023-04,3.785299945,0.88,75.11,3.33,4.61,15202,58.99,145.91,1.71
KOR,2022-05,5.827270888,3.54,107.77,1.35,4.76,12136,19.64,102.84,1.75
GBR,2020-05,5.544687231,4.33,46.03,-0.33,6.83,8415,30.99,117.32,4.07
USA,2021-11,3.975644644,5.82,80.57,0.08,7.38,12919,71.12,119.05,1.53
RUS,2020-04,4.648564532,4.09,39.84,1.03,6.92,12115,5.59,108.08,3.95
TUR,2023-06,2.436133591,5.04,64.4,1.03,5.57,14969,88.23,122.77,2.49
TUR,2021-07,2.267915238,5.76,94.6,1.37,7.37,9099,70.77,118.07,1.89
TUR,2020-09,3.938169848,5.57,42.79,2.71,6.09,11365,83.36,99.29,3.82
CHN,2021-01,4.71888266,1.66,82.66,4.07,6.74,9947,63.75,100.48,1.32
THA,2023-03,3.435730294,0.02,91.29,3.3,4.67,17600,38.54,124.68,1.39
JPN,2021-01,1.414903663,2.85,69.51,4.49,5.94,10885,58.79,119.51,1
CHN,2022-08,4.117365697,1.06,129.36,3.64,4.8,9664,67.75,111.29,1.9
MEX,2020-08,4.671855075,3.32,40.35,3.13,7.45,6610,99.31,112.18,3.93
USA,2024-06,2.599531011,4.97,76.07,5.32,5.56,13018,70.13,146.54,1.11
RUS,2022-11,3.408336248,4.34,85.82,2.08,6.82,7453,5,116.68,1.94
PHL,2020-11,1.986746825,3.35,37.89,3.81,6.69,10242,28.18,100.03,4.02
MEX,2023-05,2.939193928,2.59,71.45,4.38,4.56,12702,89.26,131.39,1.36
USA,2023-10,3.994971859,5.78,87.41,3.33,3.98,15998,78.79,127.31,1.58
GBR,2024-05,4.470239952,4.75,85.38,3.04,5.12,13992,29.32,125.91,1
GBR,2023-01,6.29000048,3.17,63.09,5.67,6.18,11131,31.43,128.93,1.55
TUR,2024-05,4.376153792,5.18,70.28,7.23,2.36,13255,82.11,133,1.81
ZAF,2021-11,4.473493862,5.34,81.07,1.98,4.88,10551,57.15,109.43,1
IDN,2022-02,4.482746109,0.79,110.95,1.1,3.78,8255,7.26,104.21,1
KOR,2021-01,3.446274336,3.74,69.71,3.29,4.37,11969,23.34,96.64,1.56
USA,2023-08,1.778436194,5.01,67.79,3.6,6.52,12856,72.19,133.12,1.45
AUS,2022-06,4.265881958,1.62,100.11,1.69,6.41,13287,96.42,121.23,1.21
MEX,2020-09,4.059504699,4.03,40.55,-1.19,5.64,10004,94.03,113.77,3.29
GBR,2020-05,5.430807313,4.33,46.03,-0.33,6.83,8415,30.99,117.32,4.07
RUS,2022-04,4.011632208,4.69,117.54,4.36,5.79,9634,5.82,114.62,2.02
IND,2023-07,5.502904687,1.81,77.81,2.67,4.26,12931,49.67,123.25,2.04
CAN,2024-08,3.678957668,-0.58,88.94,0.6,4.75,12699,23.43,156.01,1.09
VNM,2020-07,4.168710307,3.62,44.35,-0.05,5.26,10827,99.94,82.21,4.18
USA,2021-10,1.633069463,5.46,66.58,2.18,6.63,9871,74.18,127.63,1.04
JPN,2020-12,5.631808458,1.63,38.39,2.24,6.89,11628,59.05,80.72,4.42
IND,2022-08,6.771614988,3.25,104.45,1.91,6.2,15837,52.97,116.66,1.37
ARG,2021-07,3.780215714,2.87,82.43,0.12,6.31,10117,72.24,117.33,2.31
USA,2024-12,5.323146116,4.15,70.33,5.02,5.61,12859,70.68,147.72,1.43
THA,2022-02,2.341879206,2.98,125.07,1.59,4.72,16782,37.64,131.21,1.15
IND,2023-06,6.993903472,2.05,79.1,3.86,5.8,14342,53.01,137.54,1.86
EU,2021-06,3.232737262,-0.2,62.89,2.07,5.38,10565,28.75,117.01,1.21
CHN,2021-01,4.447831243,1.66,82.66,4.07,6.74,9947,63.75,100.48,1.32
ARG,2022-03,4.587147351,3.74,93.99,0.91,6.37,14902,66.91,112.62,1.01
IDN,2022-06,4.832866689,0.62,87.41,5.7,6.41,11796,7.43,124.46,2.04
KOR,2023-05,5.565747424,2.96,97.53,6.7,4.74,12143,21.55,128.28,1
ZAF,2024-02,5.354136313,1.9,73.09,2.77,4.08,11590,60.02,146.21,2.56
GBR,2022-11,5.129727479,5.12,124.04,5.62,5.06,15007,31.17,121.44,1.59
ARG,2020-11,4.32188683,2.28,38.2,2.59,7.27,12283,75.89,103.34,2.48
IND,2020-07,7.093615152,1.77,38.81,4.73,6.18,9216,53.84,112.17,3.32
IDN,2020-09,5.528366683,0.04,41.87,3.6,3.65,9270,8,96.91,3.3
VNM,2022-11,5.848286665,2.22,131.31,1.4,6.13,10002,85.94,122.03,1.21
JPN,2022-09,5.981549539,-0.19,103.8,3.47,3.95,13336,58.48,130.83,2.44
MEX,2024-08,6.20826808,2.54,77.1,2.87,4.63,12142,81.28,116.19,1.77
THA,2021-08,3.499828751,0.28,68.67,2.88,3.52,6468,39.51,89.57,2.37
TUR,2023-10,3.988706345,4.13,84.03,0.97,3.26,13525,81.63,119.45,1.38
USA,2024-01,4.741798373,4.68,86.74,1.3,4.99,13656,72.27,147.47,1
MEX,2024-01,3.529229498,2.81,83.13,2.62,4.68,13770,89.02,144.39,2.17
IND,2024-07,4.960994851,4.34,74.78,1.7,5.14,10670,51.54,136.71,2.06
MEX,2020-09,4.390009172,4.03,40.55,-1.19,5.64,10004,94.03,113.77,3.29
USA,2023-06,1.752882044,5.32,60.52,4.94,5.74,13942,75.9,144.77,1
CHN,2022-09,5.222978327,1.16,134.22,-0.3,5.71,12979,64.56,134.17,2
IND,2022-11,4.183683773,1.77,93.91,-2.56,5.21,16978,54.93,131.01,1.62
MEX,2024-09,5.043386358,2.8,86.22,4.89,2.47,13317,87.98,131.14,1.04
MEX,2024-06,6.823341597,1.4,82.02,2.26,2.99,16716,84.18,129.96,1.36
VNM,2023-02,5.286750786,2.43,70.75,6.69,5.58,15715,95.73,126.41,1.26
MEX,2021-01,5.538045478,2.64,85.49,1.81,5.67,13687,82.54,106.9,1.66
IDN,2020-12,3.475225435,1.46,31.5,2.87,7.22,8420,7.85,116.45,3.6
CAN,2021-01,5.3463197,1.25,70.96,4.19,4.29,9815,25.32,117.47,1.2
GBR,2023-09,5.369617657,5.07,82.92,5.41,5.78,12665,29.3,138.17,1.19
MEX,2020-11,6.516113486,2.23,38.17,-0.17,7.6,10360,87.24,108.67,4.69
EU,2024-04,3.517976622,-2.31,79.69,3.18,5.4,12940,27.83,147.78,1.6
ARG,2022-05,2.244377266,2.59,113.33,-3.78,6.29,13050,79.16,124.94,1
CHN,2020-08,1.857872606,-0.09,35.64,2.18,5.74,9027,58.23,84.34,3.49
MEX,2021-11,6.139619632,1.18,61.16,2.67,5.74,10161,84.05,108.43,1.57
AUS,2023-10,4.274152481,-0.64,79.8,5.73,4.39,14081,104.66,139.1,2.31
TUR,2023-03,4.74469775,6.22,83.06,1.5,2.84,10752,78.39,134.58,1.51
KOR,2020-08,4.372354591,6.24,40.72,0.69,7.01,5509,21.86,106.19,4.1
THA,2023-05,1.929143881,2.15,65.58,4.29,5.17,10037,36.01,136.09,1.52
IND,2023-10,6.031681785,-0.33,77.22,3.37,6.8,9597,50.56,142.39,2.18
MEX,2024-07,4.604952622,1.23,75.81,3.16,5.1,12934,93.08,127.92,1.56
KOR,2024-11,7.79857792,4.13,80.81,4.01,4.62,15969,20.06,157.34,1.18
VNM,2023-11,4.140931308,3.18,76.57,1.65,6.8,12767,86.34,129.6,1.85
ARG,2022-07,3.204906573,3.09,82.8,-0.77,3.95,12680,69.97,116.02,1.82
USA,2024-11,5.554287319,4.45,81.68,0.45,5.3,12716,74.32,128.61,1
ARG,2020-09,2.478864764,3.19,38.84,-3.35,7.32,9864,72.67,93.51,3.86
RUS,2020-06,5.025090044,2.47,38.18,3.42,6.46,10635,5.56,96.59,3.18
VNM,2022-07,5.892381903,3.15,111.23,7.1,5.14,10759,99.75,115.54,2.03
JPN,2024-03,2.267800784,1.3,73.07,3.31,4.08,12908,61.71,130.54,1
IDN,2020-12,3.669831367,1.46,31.5,2.87,7.22,8420,7.85,116.45,3.6
AUS,2021-08,3.736140787,0.92,68.13,1.46,4.78,11773,100.47,98.78,1.86
USA,2023-01,3.029843245,5.56,58.28,4.23,6.36,12196,74.08,125.67,2.39
IND,2022-10,6.752909323,1.91,117.51,1.26,5.33,10698,45.08,115.28,1
MEX,2024-06,5.970756278,1.4,82.02,2.26,2.99,16716,84.18,129.96,1.36
VNM,2023-02,4.712621549,2.43,70.75,6.69,5.58,15715,95.73,126.41,1.26
JPN,2022-03,5.465635679,1.92,107.2,3.43,7.02,14894,65.12,110.51,1
THA,2020-06,1.911584501,2.65,43.06,0.48,7.26,8930,36.48,102.09,2.99
THA,2022-07,3.402516053,2.12,117.22,4.23,6.5,9523,36.06,120.92,1.01
IND,2023-05,6.099885262,3.1,83.99,1.06,3.62,10991,52.19,123.73,1.97
IND,2020-09,4.200206085,2.22,41.42,3.24,5.15,11173,54.88,101.26,3.37
CHN,2022-06,3.940730622,0.59,106.16,3.49,5.11,8103,59.73,124.2,1.34
PHL,2020-06,3.480962188,4.35,40.61,-0.99,5.56,8538,26.52,106.46,3.54
AUS,2020-12,5.446306995,-0.62,40.58,3.27,6.79,5559,99.77,98.53,3.69
CAN,2023-12,5.022308211,0.06,67.27,0.94,5.5,15660,23.19,121.59,1.63
THA,2024-10,4.375543764,1.13,91.62,1.36,3.45,12543,38.11,121.48,1.23
IDN,2022-06,5.817912483,0.62,87.41,5.7,6.41,11796,7.43,124.46,2.04
THA,2020-09,0.74961148,3,47.82,3.94,5.36,7664,36.18,88.35,3.9
IDN,2021-11,4.632603019,0.28,68.37,4.43,3.61,8449,7.28,109.54,2.09
CHN,2020-01,5.39106696,0.33,41.97,-1.1,8.08,10651,65.08,88.3,4.21
BRA,2020-05,4.696487363,1.35,36.93,4.72,7.33,11958,16.03,110.91,3.15
CAN,2021-12,3.174058105,0.49,78.51,3.44,5.04,10477,25.39,118.73,1.44
MEX,2020-04,3.506976559,1.56,34.15,0.4,6.29,8738,88.03,108.37,2.94
MEX,2024-03,3.752624686,3.01,87.82,1.87,6,12458,87.38,153.53,1.57
VNM,2022-05,6.380492665,1.28,124.07,1.63,5.19,12231,90.76,122.22,1.24
TUR,2023-10,3.514186911,4.13,84.03,0.97,3.26,13525,81.63,119.45,1.38
VNM,2020-03,5.179369658,1.39,29.81,1.54,8.18,6258,91.97,103.27,3
THA,2023-08,1.855905893,2.97,74.32,2.53,2.94,13243,38.44,133.42,1
GBR,2022-12,4.278406265,5.25,98.15,-1.17,3.94,10202,28.85,138.63,1.19
ARG,2022-04,2.870576747,3.32,134.69,1.95,5.88,7470,72.91,111.53,1.78
JPN,2021-07,1.32522849,0.96,60.63,-2.48,3.88,11643,61.26,103.93,1.17
CAN,2021-01,5.356600273,1.25,70.96,4.19,4.29,9815,25.32,117.47,1.2
MEX,2021-04,3.281785744,3.54,61.39,-0.53,6.48,9401,88.54,101.27,1.77
EU,2023-06,5.599731784,-1.34,80.79,3.16,6.81,15796,27.79,136.24,2.65
IND,2023-03,5.020656206,2.98,83.45,4.04,5.65,12857,50.26,135.56,1.61
JPN,2024-07,4.486732833,2.42,81.11,1.6,3.82,14622,62.37,132.27,1.71
RUS,2022-02,3.053553489,3.16,110.56,0.83,3.78,14310,5.69,121.23,1.8
PHL,2023-02,3.918973178,3.88,77.68,3.47,4.61,9029,26.75,113.35,1.32
BRA,2024-03,4.09025385,4.15,81.4,3.32,3.61,11659,16.17,149.98,2.02
USA,2022-04,4.511141282,5.07,134.92,-0.72,6.45,11237,74.72,132.66,1.33
GBR,2023-06,3.022159799,4.84,63.66,3.15,6.34,11340,27.68,123.07,1.08
CAN,2023-04,3.8456028,-0.04,62.16,3.54,5.43,9757,23.1,124.91,1
MEX,2021-12,5.677439924,0.77,78.77,5.91,5.94,10328,91.33,102.51,1.98
JPN,2022-04,4.731080112,0.32,106.45,1.28,4.97,9345,63.55,109.43,2.07
BRA,2024-11,4.242461255,2.32,76.43,4.86,3.35,18758,16.57,147.55,1.95
JPN,2021-05,3.160423474,1.63,81.8,-0.2,6.68,9831,58.97,114.09,1.6
IDN,2023-10,4.178110491,0.13,68.29,4.08,3.92,11019,7.28,123.59,1.19
CHN,2024-05,4.014402003,1.64,79.45,2.24,3.49,11234,60.28,132.42,1
KOR,2021-11,5.172051261,4.19,84.88,2.41,5.89,11773,21.95,119.53,2.06
CAN,2024-01,2.466685717,0.99,88.16,3.6,5.14,14064,23.28,150.79,1.51
THA,2024-03,4.286161614,2.32,74.95,3.06,5.89,20368,39.8,141.41,1
BRA,2021-10,4.063842945,0.64,77.51,1.36,7.64,11063,15.7,113.61,1
JPN,2024-08,2.788829494,2.81,82.71,6.55,5.24,10701,54.93,157.82,2.09
IDN,2021-02,1.796156702,2.05,48.71,2.82,6.23,10687,7.12,98.65,1
PHL,2022-11,3.757523315,5.46,103.68,4.9,5.21,13097,26.94,133,1.72
IND,2020-06,5.26527788,3.99,39.41,1.45,5.5,8784,52.14,94.95,2.44
IDN,2020-11,6.182261074,-0.46,42.61,0.6,7.15,10984,7.43,104.47,2.16
ARG,2020-08,2.856858216,4.3,35.6,3.14,6.62,6633,67.76,79,4.04
JPN,2023-01,4.881073697,1.3,67.3,1.83,5.22,14587,53.75,137.15,1.4
TUR,2022-01,3.955917585,5.34,106.77,4.56,5.89,12360,77.37,110.3,2.07
VNM,2021-12,4.815664625,0.89,96.32,3.4,5.42,11407,104.89,111.22,1.75
GBR,2023-07,3.732110854,4.28,74.82,4.98,4.41,12241,31.01,126.23,1.14
IDN,2021-03,4.468190303,0.2,62.94,0.66,6.14,10393,6.84,106.86,1.32
ARG,2024-05,4.077250785,3.91,82.47,3.42,4.53,14684,73.1,144.44,1.01
IDN,2021-10,4.245080421,1.85,71.79,3.87,4.88,9707,7.4,121.64,1.06
IDN,2023-10,4.088909997,0.13,68.29,4.08,3.92,11019,7.28,123.59,1.19
USA,2023-08,1.25485223,5.01,67.79,3.6,6.52,12856,72.19,133.12,1.45
CAN,2023-02,4.919404164,-0.67,54.02,3.41,3.74,15490,24.77,137.32,1
ZAF,2022-12,4.504554193,1.62,83.93,3.32,6.35,14906,56.01,110.9,1.51
IDN,2021-10,3.934378474,1.85,71.79,3.87,4.88,9707,7.4,121.64,1.06
MEX,2021-10,3.688979781,4.08,78.72,0.78,7.14,7628,88.74,108.46,1
ZAF,2024-02,5.06470602,1.9,73.09,2.77,4.08,11590,60.02,146.21,2.56
KOR,2023-03,4.138059666,4.84,62.54,1.85,4.38,11984,21.72,122.15,2.92
RUS,2020-12,3.278854181,3.93,45.75,4.84,7.07,10589,5.75,106.29,2.74
VNM,2021-11,3.459823786,0.34,71.87,0.15,4.65,9655,97.89,100.24,1.12
BRA,2020-11,5.354415319,3.43,38.03,2.36,6.88,12787,16.3,94.44,4
PHL,2023-03,3.468608826,2.93,86.47,5.81,5.25,14749,25.54,139.5,1.06
PHL,2020-07,4.447924829,3.88,33.15,2.16,5.93,8451,28.74,101.43,4.38
BRA,2022-04,5.810436926,1.98,152.22,2.86,5.96,12944,15.57,121.95,1.45
CAN,2023-01,6.189636222,0.94,67.72,2.35,3.84,11202,24.14,131.98,2.55
IDN,2024-10,5.673045212,-0.53,76.53,5.75,4.22,16630,7.33,135.01,2.06
IDN,2023-01,3.749623409,0.45,73.6,8.96,4.89,11788,7.62,147.66,2
THA,2023-08,0.564776105,2.97,74.32,2.53,2.94,13243,38.44,133.42,1
RUS,2020-03,2.049544641,4.22,38.71,1.75,6.13,8778,5.72,106.44,3.47
USA,2021-07,0.701521299,6.02,62.49,2.85,6.94,12694,73.87,101.32,1
ZAF,2020-07,6.067336619,2.06,44,2.19,7.74,11117,55.43,92.21,4.53
IND,2023-05,5.323337293,3.1,83.99,1.06,3.62,10991,52.19,123.73,1.97
SAU,2021-10,3.076747942,3.41,65.73,0.19,6.56,13983,2.45,105.95,1.31
KOR,2022-06,6.858012414,3.48,131.36,2.56,6.68,10182,21.38,140.03,1.23
SAU,2020-04,4.028719426,4.77,36.18,-1.85,5.69,8018,2.55,116.77,3.69
GBR,2024-06,1.753681182,4.61,84.08,4.98,4.53,13193,28.09,129.58,1.57
AUS,2020-10,5.082033786,0.46,42.52,2.12,5.84,7940,92.47,97.64,3.34
BRA,2024-02,3.133204491,3.22,70.74,3.38,5.58,20149,16.58,142.11,1.58
RUS,2022-06,3.448223244,4.36,102.5,7.12,5.38,14367,5.5,111.27,1.64
KOR,2021-04,4.827962979,4.21,67.48,2.67,5.57,11507,19.8,110.93,2.51
IDN,2020-07,4.719313275,0.76,42.91,2.51,6.47,7410,7.65,107.29,3.76
CAN,2024-11,3.778316867,-0.57,78.34,0.77,3.79,11070,23.31,114.26,1.63
CAN,2024-06,4.14467188,-0.09,81.8,5.23,3.56,15162,23.64,151.58,1.32
AUS,2020-08,4.055605926,2.33,38.97,3.58,5.76,8544,95.16,86.65,3.54
VNM,2023-08,4.150980203,1.99,70.98,1.87,3.72,14842,96.01,138.72,1
MEX,2023-09,4.908320964,2.31,68.43,5.24,6.27,12327,94.38,128.28,1.29
RUS,2023-03,4.471127472,3.21,79.2,6.06,5.34,12001,5.73,116.66,1
IND,2024-04,3.459273785,2.55,78.1,2.6,4.5,17371,46.42,146.01,1.81
IND,2020-01,6.29633485,3.84,41.49,1.73,5.06,9147,48.36,109.19,3.12
